msData_ID	spotInd	include	name	group	class	batch	startRT_seconds	endRT_seconds	comment
20180929_0910	0	True	Spot_0	SML CAT	unknown	9	9.135000408	40.59399962	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_0910', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_0911	0	True	Spot_0	SML CAT	unknown	9	9.135000408	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_0911', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_0912	0	True	Spot_0	SML CAT	unknown	9	10.15000016	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_0912', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1000	0	False	Spot_0	unknown	unknown	10	5.076000094	59.87400055	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1000', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1001	0	True	Spot_0	SV	unknown	10	5.076000094	35.5189991	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1001', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1002	0	True	Spot_0	CSW	unknown	10	4.0609999	37.54899859	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1002', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1003	0	True	Spot_0	SV	unknown	10	7.105000019	39.57800031	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1003', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1004	0	True	Spot_0	QC MIX22	unknown	10	5.076000094	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1004', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1005	0	True	Spot_0	WB	unknown	10	6.090999842	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1005', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1006	0	True	Spot_0	ULW CAT	unknown	10	6.089999825	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1006', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1007	0	True	Spot_0	ULW CAT	unknown	10	7.105000019	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1007', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1008	0	True	Spot_0	ULW CAT	unknown	10	8.119999766	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1008', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1009	0	True	Spot_0	SV	unknown	10	10.15000016	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1009', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1010	0	True	Spot_0	SML CAT	unknown	10	9.135000408	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1010', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1011	0	True	Spot_0	SML CAT	unknown	10	9.135000408	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1011', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1012	0	True	Spot_0	SML CAT	unknown	10	10.15000016	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1012', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1100	0	False	Spot_0	unknown	unknown	11	4.0609999	59.87400055	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1100', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1101	0	True	Spot_0	SV	unknown	11	5.076000094	35.5189991	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1101', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1102	0	True	Spot_0	CSW	unknown	11	4.0609999	37.54899859	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1102', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1103	0	True	Spot_0	SV	unknown	11	6.089999825	39.57900167	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1103', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1104	0	True	Spot_0	QC MIX22	unknown	11	6.089999825	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1104', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1105	0	True	Spot_0	WB	unknown	11	6.089999825	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1105', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1106	0	True	Spot_0	ULW GP	unknown	11	7.105000019	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1106', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1107	0	True	Spot_0	ULW GP	unknown	11	7.105000019	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1107', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1108	0	True	Spot_0	ULW GP	unknown	11	8.119999766	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1108', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1109	0	True	Spot_0	SV	unknown	11	10.15000016	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1109', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1110	0	True	Spot_0	ULW GP	unknown	11	10.15000016	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1110', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1111	0	True	Spot_0	ULW GP	unknown	11	10.15000016	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1111', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1112	0	True	Spot_0	ULW GP	unknown	11	11.16400033	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1112', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1200	0	False	Spot_0	unknown	unknown	12	5.076000094	58.85899901	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1200', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1201	0	True	Spot_0	SV	unknown	12	6.089999825	34.50499892	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1201', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1202	0	True	Spot_0	CSW	unknown	12	5.076000094	37.54899859	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1202', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1203	0	True	Spot_0	SV	unknown	12	6.089999825	38.56400013	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1203', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1204	0	True	Spot_0	QC MIX22	unknown	12	5.076000094	39.57800031	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1204', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1205	0	True	Spot_0	WB	unknown	12	6.090999842	39.57900167	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1205', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1206	0	True	Spot_0	QC ALL	unknown	12	7.105000019	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1206', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1207	0	True	Spot_0	QC ALL	unknown	12	7.105000019	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1207', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1208	0	True	Spot_0	QC ALL	unknown	12	7.105000019	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1208', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
20180929_1209	0	True	Spot_0	SV	unknown	12	9.135000408	40.59299827	spot automatically extracted by _get_separate_chronogram_indices(msData, '20180929_1209', intensityThreshold = 5000.000000, startTime_seconds = 0.000000, endTime_seconds = 1000000.000000)
